"Data Source","World Development Indicators",

"Last Updated Date","2025-01-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Papua New Guinea","PNG","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","8","7","11","11","15","15","23","38","57","106","156","210","210","286","296","431","491","691","841","1123","1372","1688","1871","3025","3625","3625","3680","3655","3201.1","2471.1","2271","2322","2342","2462","",
"Poland","POL","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","8100","8700","7500","8800","10600","9700","10109","9927","12464","12905","9833","10365","13204","13805","13512","14599","14578","16728","11627","9932","9636","14190","12881","18000","20000","20099","18684","20472","25951","25951","26400","29500","30200","18609","24500","25111","27700","28680","29791","33711","35795","35460","32709","35436","35131","37920","35867","35628","36813","36503","30751","29037","32261","35208.13","40109.69","36971","38293","38799.77","43361.34","44719","47700","44787","46110","",
"Pre-demographic dividend","PRE","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","2385","2583","2721","2927","3160","3303","3454","3625","3751","3968","4219","4473","5113","5847","6750","7447","8270","8866","9384","9825","10401","10895","11491","12146","13005","14470","13023","14678","19634","33327","22247","48272","53267","49655","55532","71926","84239","81749","84918","77011","96556","131497","175866","162761","161015","186278","242879","275275.5","361250","388791.05","493304.9","517419.27","597458.49","587835.62","676070.15","730802.31","673753.45","670671.22","646576.02","651033.41","651160.1","729558.76","708578.3","",
"Puerto Rico","PRI","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","97","86","110","113","242","284","160","143","68","58","13","164","138","154","414","462","309","457","351","306","84.3","62","51","17","20","20","19.92","20","20","16","16","16","16","11","11","11","",
"Korea, Dem. People's Rep.","PRK","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","5236","6287","7556","9229","11410","14143","17841","24690","40218","55844","71743","88133","105263","123457","143138","165608","192889","223564","258006","297961","347299","404354","470917","549383","694800","744900","855100","1080000","1090000","1200000","900000","950000","1100000","1130000","817039","738317","782475","489321","481500","481500","467700","508095","508095","508095","508105","508175","508180","508250","508550","508660","509785","509800","510610","511675","567545","567750","619750","625060","679060","679560","680300","680560","","",
"Portugal","PRT","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","1","3","8","16","24","47","79","119","155","203","232","265","309","394","489","599","682","839","2463","6240","6402","10331","11012","10433","8549","4968","6277","6402","5970","6538","4981","5364","7185","7536","6268","7537","8209","8288","8033","6700","6696","7894","7416","7352","6728.1","8224.58","9165.39","10317.8","10067.21","11338.95","9562.88","9787.24","12508.74","13991.17","13690.77","20583.01","19516.48","20968","",
"Paraguay","PRY","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22","54","51","61","60","75","75","100","190","350","350","95","95","103","570","1000","1300","2100","2120","2250","2350","2450","2600","2957.42","4929.06","5400","6450","7500","8481","8500","10781","11536","12750","14100","14150","20000","",
"West Bank and Gaza","PSE","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","17","37","65","115","280","189","269","284","184","256","280","500","749","630","645","697","727","",
"Pacific island small states","PSS","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","47","857","10191","11252","5538","7280","11476","11710","6021.9","3528.03","3400","5481","9759","7764","8370","26287.02","18273","14296.4","5545","4788","6225.7","8270.3","11865.4","2872.1","3507.95","6884.32","13065.91","12545.98","16303.79","14672.05","20367.71","16514.48","10853.84","5311.17","5967.6","6055.35","5975.75","12799.66","12228.14","",
"Post-demographic dividend","PST","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","681151","733720","839377","944584","941994","982979","991333","1080554","1201818","1128482","1344997","1420215","1574358","1823448","2014857","2024567","2110155","2269968","2265882","2283166","2503604","2750312","2728605","2931416","3074136.45","3252660.45","3606114.99","3516347.23","3775008.96","3721396.06","3671203.04","3751387.6","4042918.99","4152969.85","4365746.04","4446895.5","4378448.75","4635659.51","4536480.1","4720195.77","4542528.09","4596025.7","4782875.91","4885077.06","5042698.49","5039326.96","5353980.14","5696030.94","5511653.29","5660001.7","5663393.32","5555843.01","5911249.41","5798775.47","5941531.56","6223364.33","6407777.82","6858399.93","6887805.31","7029337.74","6943162.66","7279582.58","4527564.15","",
"French Polynesia","PYF","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","4.5","3","7","6","6","13","11.5","22","89.21","129.1","39","66","89","88","80","71","455.17","615.96","551.7","596.38","809.19","619","989.82","810.66","932.62","1343.85","2013.06","1900.81","2961.83","2483.1","2255.19","1945.69","1905.36","2184.44","2918.92","2654.56","2697.68","2086.53","1914.67","1342.97","1727.61","1853.7","1879.39","1469.42","1557.68","1752.49","",
"Qatar","QAT","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","1","0","0","0","11","36","36","36","36","36","36","36","56","56","10","10","10","10","22","22.8","113.9","97.85","",
"Romania","ROU","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","13700","14400","13700","13500","14010","13850","14300","17900","14400","15400","18850","22000","28710","27850","33544","32316","37373","35142","35330","34551","34676","39016","43661","32217","45116","42414","47544","40183","50680","47260","34950","29530","24620","21100","20400","19830","13900","11168","9614","8998","9727","10818","9248","9042","8137","7284","8088","10312","12532","13131","8981.32","8353.26","10004","10146","10679.98","11041.75","12574.03","12798.2","12298.45","12847.78","12200","11714","11210.78","",
"Russian Federation","RUS","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","104999","92866","77956","68578","53309","59766","66230","71615","77132","90449","101483","108751","110018","114997","106343","105803","115680","117310","120998","129651","146455","155540","163600","154050","173981","186547","204032","248293","291194","319342","348187","",
"Rwanda","RWA","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18","20","23","27","30","36","39","39","61","64","38","44","164","58","53","53","60","79","100","118","128","300","270","435","612","1027","386","34.15","30.2","60.2","60.25","60.3","100.3","265.33","505.98","1165.2","1504","1620.2","1580","3357","3557","3850","7058.6","10313.3","12202","",
"South Asia","SAS","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","95250","101198","107672","114759","122500","132677","140301","150530","160079","174634","189015","207660","225633","247099","267072","291352","319938","347379","383293","421631","463044","510933","562836","620744","699732","769276","844245","969045","1082101","1205503","1230388","1461228","1647921","1680226","1811505","2004335","2165994","2381637","2520432","2768350","2631909","2911566","3063250","3268572","3820260","3963112.97","4228243","4226668","5032223","5037200.68","5277221.14","5389065.22","6129776.1","6571511.1","7071827.3","7645220.75","8148238.22","8795825.26","9917360.08","10696521.76","11516179.9","12358140.22","13289651.17","",
"Saudi Arabia","SAU","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","28","140","331","1240","1988","2153","2380","2503","2235","2696","3835","4690","5101","5620","6004","8218","6744","11824","11172","14375","15586","18410.4","22340","26441.85","26374","16076","12737","9266","23880","30000","39945","55025","72025","75562.8","99906.61","114489.66","119844.7","",
"Sudan","SDN","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","30","41","43","45","100","234","203","200","200","200","1000","1000","1000","1000","1000","1000","1000","1600","1600","1600","1600","1600","1950","1800","2000","2000","2000","7500","6500","6000","7000","6000","9000","10000","9000","9000","9000","9000","",
"Senegal","SEN","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","100","100","200","200","98","66","81","146","123","92","149","136","124","0","39","36","34","34","43","11","7","12","11","26","42","60","78","74","23","155","104","105","109","98","52","54","45","45","54","71","79.6","334.67","399.3","706.8","1012","1212.5","2078.83","1010.7","1108","1010","1100","1150.5","1585.1","",
"Singapore","SGP","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","10","30","135","140","40","38","107","52","96","103","91","279","1126","1497","1149","1225","1330","1855","1969","1965","1857","2000","2350","2350","2360","3625","3567","4088","3706","4029","5112","4443","5027","5024","5406","5917","8573","4503","3518","3567","3498.87","4335.79","4232.31","5566.11","5262.32","6896.3","6112.35","5833.81","5701.66","5831.39","4828.85","5243.56","4745.21","",
"Solomon Islands","SLB","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","28","0","0","6","5","3","5","6","8","10","13","13","13","13","13","13","15","15","6","400","1711.2","2608.8","1353.6","866.6","1160.2","4029.8","7105","7218.6","6992.4","11815","12165.4","12203","10586.5","4786.5","5526.5","5607","5507","12463.74","11879.3","",
"Sierra Leone","SLE","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","2","3","4","7","9","14","18","20","20","20","20","20","15","25","25","30","30","30","30","30","30","30","30","30","30","30","50","50","75","75","75","75","75","75","85","85","85","100","100","115","125","145","",
"El Salvador","SLV","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","676","760","790","718","711","632","117","539","628","1324","518","358","384","399","279","261","395","781","1131","2219","2203","3078","3734","3817","4355.71","4499.93","4883.7","5322","3278","1663","6742.71","7955.68","11027.63","10913.22","9944.05","8378","12748.85","12919","",
"San Marino","SMR","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalia","SOM","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Serbia","SRB","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5013.05","6608.8","7533.72","7440.44","8195.33","7628.95","7661.19","5935.54","7168.37","7387","6877.66","5069.65","7338.7","6806.77","6010.26","7307.89","5776.47","",
"Sub-Saharan Africa (excluding high income)","SSA","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","2385","2583","2721","2927","3160","3303","3458","3635","3771","3952","4243","4435","4697","4967","5112","5349","5649","6009","6333","6636","7048","7411","7914","8549","9417","11100","9744","11080","16596","32910","24842","51911","53326","50287","56598","73774","85711","83274","84710","83867","105558","140923","186646","171802","157547","178146.15","239245.7","270928.2","357892.85","386860.95","491998.34","539492.68","620180.72","630580.41","714956.71","776574.94","724457.09","719741.05","724110.44","711729.9","727143.77","815005.35","843079.89","",
"South Sudan","SSD","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","20","20","20","24","27","30","35","40","45","47","",
"Sub-Saharan Africa","SSF","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","2385","2583","2721","2927","3160","3303","3458","3635","3771","3952","4243","4435","4697","4967","5112","5349","5649","6009","6333","6636","7048","7411","7914","8549","9417","11100","9744","11080","16596","32917","24857","51923","53376","50387","56762","73969","85989","83858","85359","84094","105983","141205","186880","172886","158722","178918.15","239949.7","271296.2","358181.85","386860.95","491998.34","539492.68","620180.72","630580.41","714956.81","776575.04","724457.09","719741.15","724110.44","711729.9","727143.77","815005.35","843079.89","",
"Small states","SST","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","51","56","66","71","121","130","133","167","310","363","691","2125","12309","14475","9848","13046","18357","18542","13848.9","12194.03","13148","16143","21685","20695","22358","43321.02","36256","33049.4","24683","29726","39242.2","41168.8","50744.64","32566.59","33891.68","36276.06","46514.26","36068.89","46809.56","49760.4","57000.63","53156.12","55532.55","60565.71","64205.4","75130.98","89011.72","104702.1","105147.91","",
"Sao Tome and Principe","STP","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Suriname","SUR","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","1","1","1","1","106","200","345","422","422","260","288","242","180","118.3","74.4","41.16","71.1","96","74.2","78.7","82.82","122.17","102.1","106.75","72.4","69.5","37","40","45","",
"Slovak Republic","SVK","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1588","1861","1617","954","1254","648","872","887","999","829","881","1180","955","1263","1199","1071","834.9","702.4","834.5","1310.56","1106.2","1230.66","1308.63","2168.65","2646.26","2224.41","2687.54","2296","2514","2614","",
"Slovenia","SVN","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","868","718","787","789","869","917","909","1206","1181","1262","1289","1353","1571","1346","1369","1352","1315","1306.6","778.4","1396.6","1154.3","1225.7","1396.3","1617.2","1858.7","1750.1","1943.5","2143.9","1672.6","1685.9","1643.7","",
"Sweden","SWE","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","510","511","828","838","649","562","778","597","619","544","373","307","244","287","392","420","489","548","640","721","822","2607","3998","3227","3265","3081","4346","7288","8287","7914","9124","7984","7119","5904","7410","7554","8244","6683","5476","6004","4834","6773","5618","6334","5989","5880","7549","5365","7595","8540","10644","13441","13757","13366","12899","12020","15747","14793","13095","11579.3","12190.3","15403","11327.2","",
"Eswatini","SWZ","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","12","18","19","20","40","45","45","40","42","60","88","93","66","81","61","69","72","0","0","0","0","0","0","0","73","209","100","100","100","100","100","100","100","100","100","100","100","100","",
"Sint Maarten (Dutch part)","SXM","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","15","12","50","100","164","195","278","584","649","227","425","282","234","1084","1175","772","704","368","289","0","0","0","0","0","0.1","0.1","0","0.1","0","0","0","0","0","",
"Syrian Arab Republic","SYR","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","1","4","8","10","15","20","20","30","70","120","163","230","509","816","1122","1375","2055","2810","2573","1982","3040","2662","2729","3169","5116","4635","4521","5857","6355","5596","7233","6079","6797","5880","5988","7217","8692","8533","8902","8425","8595","8697","8610","7500","6200","4000","3000","2500","2500","2350","2225","2150","1855","1805","1755","",
"Turks and Caicos Islands","TCA","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","360","100","10","5","2","2","1","1","5","3","4","4","10","15","20","30","25","4","4","4","0","0","0.2","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0","0","0","","",
"Chad","TCD","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30","30","30","30","30","60","60","154","94","105","105","105","105","110","120","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","1177040","1015286","987739","1115637","1284686","1434323","1624474","1636224","1663695","1885170","1872439","2200895","2371815","2225366","2430751","2636144","2652117","3414502","3683799","3648303","3988044","3967025","4197280","4701328","5387166","6210952","6825517","7708798","8918031","9765046","10205589","11619043","14241777.9","17550438.03","20841586","24017122","26434973","26613066","28624635","31369747.02","33437798","35197219.4","37766374","40126141","43543316.7","46533577.3","49426532.89","52328970.4","55282892.78","58626449.2","62193569.1","65284052.95","70320494.17","76597971.54","80007821.43","83531410.01","86786694.49","89244270.15","91231079.34","93478970.27","95429465.02","97370588.97","100660991.02","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","22760","24080","22300","23220","28860","28830","29029","34877","33074","34455","34683","38135","47044","47158","53581","53958","59184","61138","56007","56005","57521","67921","73617","66268","83110","76981","83606","78970","96604","91784","79942","75522","295284","264914","224690","203247","184832","201520","217158","241007","260930","261951","268072.76","295921.1","312709.4","352284","357689.05","388812.8","415575.72","429832.11","435219.89","460415.56","510427.35","559852.33","583755.15","589144.19","635394.5","683148.28","758428.68","891529.81","1002880.62","1109428.45","1190284.41","",
"Togo","TGO","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","40","30","14","14","14","14","22","22","150","150","150","20","21","20","25","20","20","20","30","30","35","50","50","50","107","107","100","20","20","23","25","58","98","132","290","1000","730","882","1151","",
"Thailand","THA","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","31545","41436","41893","39525","40474","42112","51800","54769","63673","72390","80876","89384","52748","42574","47884","80821","125100","150858","130775","118363","95966","129097","86643","99978","111932","135840","134063","151656","218191","260191","291719","353333","370974","457314","509800","559504","556155","539817","594579","693762","738155","814121","954608","1064406","1259984","1304232","1354297","1370456","1330861","1416668","1286122","1202005.43","1272700","998117","898564.86","921023","963573","894974","921313.13","963266.54","1011538","990854","1001181","",
"Tajikistan","TJK","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1874","2462","980","284","93","71","81","74","86","99","143","167","26","26","26","26","26","255.1","517.2","537","274.8","403.9","443.6","450","439","470","512","736","775","2039","2248","",
"Turkmenistan","TKM","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1950","2163","2125","1669","307","605","559","73","68","43","38","24","16","26","26","26","26","26","26","26","26","30","50","50","75","80","120","140","150","160","175","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","180","194","211","222","194","205","335","304","354","416","871","1060","1419","3264","3881","5826","6527","9040","12358","16430","26065","35038","51765","65586","71791","75945","91171","129660","162421","184048","221131","296703","339795","340758","406911","467666","622396","737234","754536","734469","839469","1105950","1174421","1234730","1382197.5","1500649.5","1687454.24","1670203.54","1804087.78","1881564.23","1836973.36","2198581.67","2363998.8","2373013.78","2770001.64","2646425.95","2657992.41","2941939.47","3187640.66","3567444.06","3812573.3","3827708.92","4245073.43","",
"Timor-Leste","TLS","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","22","23","402","479","531","1594","394","509","1229","949","771","823","993","981","1018","1060","1091","1125","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","4600","5200","5200","6000","7000","6200","5904","5610","5617","5928","6046","7205","8711","10378","11760","12906","16575","20033","23489","27870","32588","37034","42746","46245","52621","67666","74587","79392","88295","93714","95447","88519","97546","84265","94408","112819","134297","130045","192378","271331","393987","417899","466572","551758","604686","685353","754632","825870","885514.91","921615.23","1178477.87","1269983.77","1360015.5","1457987.75","1504269.89","1567218.29","1821556.69","1883855.82","2092402.52","2158055.78","2130648.09","2115411.18","1609169.06","",
"Tonga","TON","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","4","77","70","67","72","33","81","5","5.5","302.61","300.2","300.3","300.3","300","132.04","87.31","57.41","21.03","70","80","90","105.2","100","100","",
"South Asia (IDA & IBRD)","TSA","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","95250","101198","107672","114759","122500","132677","140301","150530","160079","174634","189015","207660","225633","247099","267072","291352","319938","347379","383293","421631","463044","510933","562836","620744","699732","769276","844245","969045","1082101","1205503","1230388","1461228","1647921","1680226","1811505","2004335","2165994","2381637","2520432","2768350","2631909","2911566","3063250","3268572","3820260","3963112.97","4228243","4226668","5032223","5037200.68","5277221.14","5389065.22","6129776.1","6571511.1","7071827.3","7645220.75","8148238.22","8795825.26","9917360.08","10696521.76","11516179.9","12358140.22","13289651.17","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","2385","2583","2721","2927","3160","3303","3458","3635","3771","3952","4243","4435","4697","4967","5112","5349","5649","6009","6333","6636","7048","7411","7914","8549","9417","11100","9744","11080","16596","32917","24857","51923","53376","50387","56762","73969","85989","83858","85359","84094","105983","141205","186880","172886","158722","178918.15","239949.7","271296.2","358181.85","386860.95","491998.34","539492.68","620180.72","630580.41","714956.81","776575.04","724457.09","719741.15","724110.44","711729.9","727143.77","815005.35","843079.89","",
"Trinidad and Tobago","TTO","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","3","3","4","4","15","15","13","13","13","22","7","7","7","25.5","25.5","25.5","19.3","12.69","27.36","13.5","5.75","6.55","7.55","5.45","23.8","11.1","7.45","7.45","54","4.2","18.2","7.4","",
"Tunisia","TUN","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","9","17","28","41","56","72","117","160","116","147","182","212","993","820","1023","778","859","795","1137","960","1351","1875","1842","1095","1553","1868","1980","2086","2308","2603","2855","3662","4049","4544","5447","7234","9197","11935","11663","14584","16153","21933","21826.2","24223.2","23631.1","26099.2","20926.06","",
"Turkiye","TUR","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","60","80","100","120","150","180","220","250","310","350","400","470","530","600","680","770","860","970","1090","1220","1370","1540","1740","1970","2226","2700","3075","3300","4100","4354","5782","7835","9085","12438","15998","21607","33201","45450","56700","63000","79031","67244","61165","79943","94450","119567","129333","140743","152896","159639","167721","188890","212805","233863.6","235133","240334","253395","276502","314537","373356","421411","471686","514823","",
"Tuvalu","TUV","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","1","1","1","1","0","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","1","1","1","",
"Tanzania","TZA","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8080","24970","21230","17680","24590","39170","47740","36670","43050","36670","49910","81860","111830","94640","71860","73620","76760","84850","107925","102681.95","125157","130400","150885.79","110444.77","133030.59","167236.94","111159.23","109815.46","104266.22","96652","87867","105329","120621","",
"Uganda","UGA","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","31","33","35","38","34","42","52","63","77","87","179","194","210","360","320","475","820","2360","4915","5500","5539","10817","32392","51110","52250","76654.1","95000","85712.7","95906","98063","111023","117590","118051.2","112343.6","103737","102942.7","123897","138558.4","101377","",
"Ukraine","UKR","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","66904","66117","43686","35368","32709","30000","28332","33816","30969","31037","30869.76","25615.1","26350.2","28854","19181","27965","24337","24082.5","22864.9","23553.2","23719.9","23174.6","24434","22241.3","21424.6","20168.2","18595.43","18603.71","18567.8","16881.8","14630","",
"Upper middle income","UMC","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","1079591","914375","883466","1007663","1176341","1322423","1508348","1519220","1509920","1729303","1711576","2032908","2199205","2048639","2224175","2435782","2439724","3183986","3391387","3320885","3594546","3559048","3745109","4193658","4869233","5662592","6316298","7131724","8300854","9103113","9518473","10937780","13660876.9","16838598.03","19883532","22964754","25430281","25670089","27700737","30362339.02","32248928","33810435","36164151","38200131","40998243.7","43570044.5","46051019.28","48429396.04","50840757.15","53990941.23","57396867.73","60366722.32","65242993.58","71574530.4","75053789.08","78451484.75","81758564.13","84000534.32","85655808.3","88012270.02","89759485.31","91868393.98","95190351.62","",
"Uruguay","URY","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","5","3","3","3","7","5","10","20","21","19","19","31","85","17","17","24","22","49","37","31","36","54.41","84.97","77.82","91.23","217.86","215","203.83","69.65","69.98","104.77","120.5","97.8","83.9","91","",
"United States","USA","Aquaculture production (metric tons)","ER.FSH.AQUA.MT","104421","102547","109961","122697","123884","132578","114236","127299","131115","116768","168681","165590","173630","170320","167039","218459","183907","174310","158795","138990","168365","230111","261725","268483","326453","323573","372191","383259","357657","369252","315727","363083","413844","416913","391412","413454","393346","438356","445119","479212","456830","480362","498899","545971","607570","513920","519967","526045","501326","481224","496699","397292","420386","429011","421189","426014.5","444697.5","439703","471311.35","496094.85","448574.61","461639.12","478823.94","",
